No,year,PM2.5,PM10,SO2,NO2,CO,O3,PM2.5_lv,PM10_lv,SO2_lv,NO2_lv,CO_lv,O3_lv
64,2013,48.0,114.0,14.0,17.0,500.0,77.0,1.0,1.0,0.0,0.0,0.0,1.0
65,2013,28.0,100.0,12.0,17.0,400.0,77.0,0.0,1.0,0.0,0.0,0.0,1.0
66,2013,26.0,103.0,9.0,19.0,400.0,73.0,0.0,1.0,0.0,0.0,0.0,1.0
67,2013,24.0,82.0,8.0,27.0,500.0,66.0,0.0,1.0,0.0,0.0,0.0,1.0
68,2013,19.0,71.0,26.0,98.0,1300.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0
70,2013,117.0,181.0,28.0,100.0,1100.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0
71,2013,54.0,105.0,28.0,90.0,1200.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
72,2013,46.0,94.0,29.0,84.0,1200.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
74,2013,49.0,80.0,39.0,64.0,1000.0,25.0,1.0,0.0,1.0,1.0,1.0,0.0
78,2013,10.0,24.0,18.0,45.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2013,13.0,32.0,24.0,65.0,500.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0
80,2013,14.0,36.0,30.0,70.0,600.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0
81,2013,13.0,35.0,38.0,70.0,700.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0
82,2013,15.0,32.0,26.0,36.0,500.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2013,16.0,24.0,22.0,36.0,600.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0
84,2013,18.0,33.0,18.0,27.0,400.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0
85,2013,13.0,28.0,12.0,14.0,400.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
86,2013,3.0,12.0,7.0,12.0,300.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
87,2013,3.0,10.0,8.0,13.0,400.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0
88,2013,10.0,13.0,9.0,15.0,400.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0
89,2013,14.0,20.0,10.0,34.0,500.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0
90,2013,20.0,33.0,14.0,40.0,500.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0
91,2013,25.0,44.0,13.0,43.0,600.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0
92,2013,31.0,63.0,17.0,61.0,700.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0
93,2013,34.0,84.0,18.0,76.0,800.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0
94,2013,40.0,85.0,40.0,76.0,800.0,39.0,1.0,1.0,1.0,1.0,0.0,0.0
95,2013,51.0,91.0,46.0,85.0,1000.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0
96,2013,58.0,94.0,46.0,86.0,1100.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0
181,2013,104.0,194.0,37.0,101.0,1399.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0
182,2013,121.0,225.0,40.0,96.0,1300.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0
188,2013,84.0,123.0,46.0,73.0,1100.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0
189,2013,91.0,104.0,48.0,65.0,1000.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0
190,2013,81.0,87.0,43.0,61.0,1100.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0
191,2013,90.0,102.0,45.0,68.0,1399.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0
195,2013,89.0,97.0,44.0,97.0,2299.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0
196,2013,98.0,125.0,42.0,94.0,2299.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0
199,2013,110.0,153.0,44.0,83.0,2600.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0
209,2013,21.0,263.0,3.0,9.0,300.0,81.0,0.0,1.0,0.0,0.0,0.0,1.0
210,2013,14.0,251.0,4.0,9.0,300.0,81.0,0.0,1.0,0.0,0.0,0.0,1.0
211,2013,17.0,205.0,4.0,10.0,300.0,81.0,0.0,1.0,0.0,0.0,0.0,1.0
212,2013,15.0,107.0,5.0,10.0,400.0,81.0,0.0,1.0,0.0,0.0,0.0,1.0
213,2013,18.0,104.0,4.0,7.0,400.0,82.0,0.0,1.0,0.0,0.0,0.0,1.0
214,2013,12.0,58.0,4.0,8.0,400.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
215,2013,11.0,34.0,6.0,8.0,300.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
216,2013,6.0,19.0,8.0,10.0,400.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
217,2013,11.0,15.0,6.0,16.0,400.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
218,2013,11.0,16.0,10.0,25.0,400.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
219,2013,6.0,18.0,14.0,41.0,400.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
220,2013,10.0,25.0,17.0,55.0,500.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
221,2013,18.0,63.0,17.0,76.0,500.0,82.0,0.0,0.0,0.0,1.0,0.0,1.0
222,2013,21.0,35.0,18.0,80.0,700.0,82.0,0.0,0.0,0.0,1.0,0.0,1.0
223,2013,18.0,21.0,21.0,73.0,800.0,82.0,0.0,0.0,0.0,1.0,0.0,1.0
224,2013,24.0,46.0,21.0,82.0,1500.0,82.0,0.0,0.0,0.0,1.0,1.0,1.0
225,2013,31.0,74.0,33.0,84.0,1300.0,82.0,0.0,0.0,1.0,1.0,1.0,1.0
226,2013,26.0,75.0,34.0,69.0,900.0,82.0,0.0,0.0,1.0,1.0,1.0,1.0
227,2013,27.0,63.0,28.0,55.0,700.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
228,2013,30.0,59.0,20.0,40.0,800.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
229,2013,28.0,56.0,21.0,34.0,700.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
230,2013,34.0,52.0,20.0,30.0,600.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
231,2013,28.0,54.0,17.0,28.0,500.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0
232,2013,37.0,71.0,17.0,27.0,500.0,82.0,1.0,0.0,0.0,0.0,0.0,1.0
233,2013,36.0,94.0,18.0,26.0,500.0,84.0,1.0,1.0,0.0,0.0,0.0,1.0
234,2013,38.0,117.0,25.0,33.0,500.0,84.0,1.0,1.0,0.0,0.0,0.0,1.0
235,2013,44.0,106.0,27.0,34.0,600.0,84.0,1.0,1.0,0.0,0.0,0.0,1.0
236,2013,60.0,102.0,28.0,39.0,700.0,84.0,1.0,1.0,0.0,0.0,0.0,1.0
237,2013,70.0,115.0,33.0,61.0,800.0,84.0,1.0,1.0,1.0,1.0,0.0,1.0
238,2013,64.0,114.0,28.0,62.0,800.0,84.0,1.0,1.0,0.0,1.0,0.0,1.0
239,2013,70.0,123.0,31.0,60.0,900.0,84.0,1.0,1.0,1.0,0.0,1.0,1.0
240,2013,81.0,140.0,46.0,62.0,1000.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0
247,2013,114.0,147.0,40.0,76.0,1600.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0
270,2013,140.0,237.0,34.0,74.0,2100.0,47.0,1.0,1.0,1.0,1.0,1.0,0.0
271,2013,146.0,165.0,22.0,66.0,2100.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
272,2013,115.0,121.0,21.0,77.0,2100.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
273,2013,120.0,122.0,17.0,78.0,1600.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
274,2013,116.0,90.0,16.0,76.0,1600.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
275,2013,123.0,94.0,16.0,71.0,1700.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
276,2013,130.0,104.0,16.0,69.0,1800.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
277,2013,132.0,87.0,14.0,75.0,1600.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
278,2013,129.0,84.0,15.0,68.0,1500.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
279,2013,139.0,102.0,15.0,67.0,1600.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0
280,2013,135.0,93.0,15.0,63.0,1600.0,39.0,1.0,1.0,0.0,1.0,1.0,0.0
281,2013,133.0,102.0,17.0,63.0,1500.0,28.0,1.0,1.0,0.0,1.0,1.0,0.0
282,2013,141.0,107.0,19.0,70.0,1600.0,21.0,1.0,1.0,0.0,1.0,1.0,0.0
283,2013,124.0,131.0,21.0,79.0,1800.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0
284,2013,137.0,140.0,20.0,75.0,2000.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0
285,2013,160.0,140.0,17.0,74.0,1800.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0
286,2013,140.0,101.0,16.0,68.0,1700.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0
287,2013,88.0,31.0,16.0,63.0,1100.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0
288,2013,50.0,50.0,30.0,54.0,800.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
289,2013,22.0,22.0,28.0,21.0,400.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0
290,2013,10.0,10.0,16.0,14.0,300.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0
291,2013,10.0,10.0,12.0,16.0,300.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0
292,2013,7.0,7.0,11.0,15.0,300.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
293,2013,11.0,11.0,11.0,16.0,400.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
294,2013,3.0,6.0,13.0,20.0,400.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
295,2013,3.0,6.0,17.0,24.0,500.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
296,2013,3.0,8.0,21.0,40.0,600.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
297,2013,8.0,18.0,35.0,62.0,700.0,69.0,0.0,0.0,1.0,1.0,0.0,1.0
298,2013,20.0,24.0,27.0,43.0,600.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
299,2013,16.0,25.0,22.0,32.0,500.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
300,2013,14.0,6.0,14.0,26.0,400.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0
301,2013,12.0,6.0,10.0,19.0,400.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0
302,2013,17.0,6.0,11.0,24.0,400.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0
303,2013,15.0,6.0,10.0,19.0,400.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
304,2013,3.0,9.0,11.0,24.0,400.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
305,2013,3.0,6.0,11.0,26.0,400.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
306,2013,3.0,11.0,12.0,37.0,500.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
307,2013,23.0,38.0,12.0,52.0,600.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
308,2013,31.0,59.0,15.0,64.0,700.0,77.0,0.0,0.0,0.0,1.0,0.0,1.0
309,2013,37.0,47.0,16.0,64.0,700.0,77.0,1.0,0.0,0.0,1.0,0.0,1.0
310,2013,35.0,39.0,16.0,67.0,700.0,77.0,0.0,0.0,0.0,1.0,0.0,1.0
311,2013,37.0,39.0,18.0,67.0,700.0,77.0,1.0,0.0,0.0,1.0,0.0,1.0
312,2013,42.0,45.0,21.0,74.0,800.0,77.0,1.0,0.0,0.0,1.0,0.0,1.0
313,2013,62.0,113.0,19.0,71.0,1100.0,77.0,1.0,1.0,0.0,1.0,1.0,1.0
314,2013,71.0,88.0,11.0,67.0,1399.0,77.0,1.0,1.0,0.0,1.0,1.0,1.0
315,2013,60.0,66.0,10.0,65.0,1399.0,77.0,1.0,0.0,0.0,1.0,1.0,1.0
316,2013,65.0,53.0,11.0,60.0,1200.0,77.0,1.0,0.0,0.0,0.0,1.0,1.0
317,2013,49.0,53.0,12.0,57.0,1200.0,77.0,1.0,0.0,0.0,0.0,1.0,1.0
318,2013,72.0,77.0,12.0,67.0,1500.0,77.0,1.0,0.0,0.0,1.0,1.0,1.0
319,2013,73.0,75.0,10.0,64.0,1600.0,77.0,1.0,0.0,0.0,1.0,1.0,1.0
320,2013,69.0,77.0,10.0,55.0,1399.0,77.0,1.0,0.0,0.0,0.0,1.0,1.0
321,2013,72.0,81.0,11.0,54.0,1500.0,77.0,1.0,1.0,0.0,0.0,1.0,1.0
322,2013,84.0,95.0,22.0,57.0,1500.0,77.0,1.0,1.0,0.0,0.0,1.0,1.0
337,2013,165.0,176.0,46.0,91.0,1700.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0
338,2013,180.0,211.0,42.0,80.0,2700.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0
339,2013,183.0,218.0,44.0,85.0,2700.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0
340,2013,182.0,200.0,42.0,87.0,2500.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0
341,2013,173.0,189.0,36.0,82.0,2399.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0
342,2013,166.0,177.0,33.0,80.0,2200.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0
343,2013,163.0,170.0,37.0,79.0,2100.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0
344,2013,137.0,156.0,43.0,75.0,1899.0,52.0,1.0,1.0,1.0,1.0,1.0,0.0
386,2013,162.0,194.0,48.0,90.0,1700.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0
387,2013,176.0,211.0,45.0,95.0,2100.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0
388,2013,217.0,219.0,43.0,98.0,2500.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0
389,2013,183.0,195.0,46.0,86.0,2299.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0
391,2013,184.0,223.0,44.0,85.0,2200.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0
392,2013,206.0,210.0,40.0,83.0,2200.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0
393,2013,206.0,237.0,39.0,80.0,2700.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0
412,2013,36.0,122.0,12.0,22.0,300.0,107.0,1.0,1.0,0.0,0.0,0.0,1.0
413,2013,30.0,153.0,14.0,19.0,400.0,107.0,0.0,1.0,0.0,0.0,0.0,1.0
414,2013,20.0,112.0,9.0,15.0,300.0,107.0,0.0,1.0,0.0,0.0,0.0,1.0
415,2013,14.0,185.0,12.0,12.0,300.0,107.0,0.0,1.0,0.0,0.0,0.0,1.0
416,2013,13.0,68.0,17.0,15.0,400.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0
417,2013,3.0,6.0,7.0,15.0,400.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0
418,2013,3.0,7.0,4.0,16.0,400.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0
419,2013,13.0,6.0,4.0,11.0,400.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0
420,2013,6.0,6.0,6.0,47.0,400.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0
421,2013,8.0,6.0,17.0,138.0,600.0,107.0,0.0,0.0,0.0,1.0,0.0,1.0
422,2013,12.0,6.0,9.0,10.0,400.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0
423,2013,12.0,6.0,10.0,14.0,400.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0
424,2013,14.0,6.0,10.0,16.0,400.0,107.0,0.0,0.0,0.0,0.0,0.0,1.0
425,2013,15.0,6.0,11.0,16.0,500.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0
426,2013,3.0,9.0,10.0,40.0,500.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0
427,2013,28.0,71.0,10.0,46.0,500.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0
428,2013,78.0,285.0,45.0,62.0,1100.0,38.0,1.0,1.0,1.0,1.0,1.0,0.0
429,2013,55.0,133.0,38.0,50.0,800.0,42.0,1.0,1.0,1.0,0.0,0.0,0.0
430,2013,38.0,76.0,30.0,39.0,700.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0
431,2013,37.0,59.0,23.0,42.0,800.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0
432,2013,37.0,59.0,23.0,42.0,800.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0
433,2013,31.0,46.0,20.0,38.0,1000.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0
434,2013,30.0,46.0,22.0,48.0,800.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
435,2013,31.0,42.0,23.0,52.0,800.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
443,2013,51.0,66.0,30.0,48.0,700.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0
444,2013,59.0,63.0,19.0,41.0,700.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0
445,2013,60.0,63.0,20.0,35.0,700.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0
446,2013,45.0,61.0,28.0,39.0,700.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0
447,2013,50.0,58.0,21.0,36.0,700.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0
448,2013,52.0,57.0,22.0,35.0,600.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0
449,2013,45.0,49.0,19.0,33.0,600.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0
450,2013,38.0,39.0,14.0,37.0,600.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0
451,2013,28.0,28.0,10.0,40.0,700.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
452,2013,30.0,30.0,10.0,50.0,900.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0
453,2013,38.0,24.0,9.0,61.0,800.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
454,2013,39.0,50.0,9.0,67.0,1200.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
455,2013,65.0,81.0,8.0,64.0,1200.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0
456,2013,65.0,81.0,9.0,64.0,900.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0
457,2013,68.0,78.0,6.0,43.0,800.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
458,2013,47.0,47.0,5.0,40.0,800.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
459,2013,40.0,42.0,5.0,39.0,1100.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0
460,2013,52.0,42.0,5.0,39.0,1100.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0
461,2013,52.0,35.0,5.0,40.0,1000.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0
462,2013,31.0,27.0,4.0,32.0,1000.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0
463,2013,23.0,6.0,3.0,22.0,700.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
464,2013,27.0,6.0,3.0,32.0,1000.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0
465,2013,39.0,51.0,9.0,61.0,1300.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0
466,2013,42.0,23.0,24.0,72.0,1300.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0
467,2013,24.0,30.0,29.0,62.0,1200.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0
468,2013,40.0,9.0,28.0,41.0,900.0,39.0,1.0,0.0,0.0,0.0,1.0,0.0
469,2013,27.0,6.0,19.0,27.0,600.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0
470,2013,33.0,68.0,27.0,38.0,1000.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0
471,2013,51.0,27.0,20.0,27.0,800.0,68.0,1.0,0.0,0.0,0.0,0.0,1.0
472,2013,30.0,32.0,15.0,27.0,700.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0
473,2013,37.0,48.0,17.0,28.0,700.0,65.0,1.0,0.0,0.0,0.0,0.0,1.0
474,2013,41.0,46.0,21.0,30.0,700.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0
475,2013,59.0,63.0,17.0,37.0,700.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0
476,2013,78.0,81.0,9.0,53.0,800.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0
477,2013,69.0,89.0,8.0,52.0,900.0,35.0,1.0,1.0,0.0,0.0,1.0,0.0
478,2013,77.0,89.0,7.0,51.0,1000.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0
479,2013,81.0,96.0,7.0,54.0,1000.0,29.0,1.0,1.0,0.0,0.0,1.0,0.0
480,2013,106.0,106.0,7.0,50.0,1000.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0
481,2013,92.0,108.0,8.0,51.0,1000.0,26.0,1.0,1.0,0.0,0.0,1.0,0.0
482,2013,112.0,116.0,7.0,47.0,1100.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0
483,2013,97.0,105.0,7.0,44.0,1000.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0
484,2013,103.0,106.0,7.0,46.0,800.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0
485,2013,78.0,80.0,6.0,56.0,900.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0
486,2013,73.0,79.0,6.0,54.0,900.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0
487,2013,73.0,83.0,5.0,58.0,900.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
488,2013,112.0,114.0,6.0,68.0,1399.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
489,2013,116.0,119.0,8.0,70.0,1600.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
490,2013,120.0,129.0,12.0,71.0,1800.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
491,2013,130.0,141.0,23.0,75.0,1700.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
492,2013,142.0,163.0,39.0,82.0,1700.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0
493,2013,162.0,172.0,44.0,88.0,1600.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0
494,2013,178.0,187.0,44.0,90.0,1600.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0
495,2013,181.0,194.0,42.0,101.0,1700.0,18.0,1.0,1.0,1.0,1.0,1.0,0.0
496,2013,187.0,202.0,38.0,98.0,1600.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0
